"id","provinsi","kabupaten","jenis_fasyankes","jenis_pemilik","kode","kode_yankes","nama"
"35620","Jambi","Kab. Batang Hari","Klinik","Perseorangan","1504652","1504652","Klinik Tembesi Medika"
"35622","Jambi","Kab. Batang Hari","Klinik","Perseorangan","1504981","1504981","Klinik Mitra Keluarga Pemayung"
"14540","Jambi","Kab. Batang Hari","Lapas/Rutan","Kementerian Non-Kemenkes","L1504053","L1504053","LAPAS Kelas II-B Muara Bulian"
"14546","Jambi","Kab. Batang Hari","Lapas/Rutan","Kementerian Non-Kemenkes","L1504002","L1504002","Lembaga Pembinaan Khusus Anak Kelas II Muara Bulian"
"14275","Jambi","Kab. Bungo","Puskesmas","Kemenkes","P1509052202","1012524","PUSKESMAS RIMBO TENGAH"
"1553","Jambi","Kab. Bungo","Puskesmas","Pemda Kab./Kota","P1509061201","P1509061201","Puskesmas Pulau Batu"
"1552","Jambi","Kab. Bungo","Puskesmas","Pemda Kab./Kota","P1509060101","P1509060101","Puskesmas Rantau Ikil"
"1551","Jambi","Kab. Bungo","Puskesmas","Pemda Kab./Kota","P1509052201","P1509052201","Puskesmas Pelayang"
"1546","Jambi","Kab. Bungo","Puskesmas","Pemda Kab./Kota","P1509032201","P1509032201","Puskesmas Muara Buat"
"1549","Jambi","Kab. Bungo","Puskesmas","Kemenkes","P1509050201","P1509050201","Puskesmas Tanah Tumbuh"
"1548","Jambi","Kab. Bungo","Puskesmas","Kemenkes","P1509041202","P1509041202","Puskesmas Tanah Sepenggal Lintas"
"1547","Jambi","Kab. Bungo","Puskesmas","Pemda Kab./Kota","P1509041101","P1509041101","Puskesmas Tanah Sepenggal"
"1545","Jambi","Kab. Bungo","Puskesmas","Kemenkes","P1509031201","P1509031201","Puskesmas Tanjung Agung Bungo"
"1544","Jambi","Kab. Bungo","Puskesmas","Kemenkes","P1509030101","P1509030101","Puskesmas Rantau Pandan"
"1543","Jambi","Kab. Bungo","Puskesmas","Pemda Kab./Kota","P1509025201","P1509025201","Puskesmas Air Gemuruh"
"1537","Jambi","Kab. Bungo","Puskesmas","Pemda Kab./Kota","P1509011101","P1509011101","Puskesmas Kuamang Kuning X"
"1538","Jambi","Kab. Bungo","Puskesmas","Pemda Kab./Kota","P1509011102","P1509011102","Puskesmas Kuamang Kuning I"
"1539","Jambi","Kab. Bungo","Puskesmas","Pemda Kab./Kota","P1509011203","P1509011203","Puskesmas Kuamang Jaya"
"1540","Jambi","Kab. Bungo","Puskesmas","Pemda Kab./Kota","P1509021201","P1509021201","Puskesmas Babeko"
"1541","Jambi","Kab. Bungo","Puskesmas","Pemda Kab./Kota","P1509023201","P1509023201","Puskesmas Muara Bungo II"
"1536","Jambi","Kab. Bungo","Puskesmas","Pemda Kab./Kota","P1509010201","P1509010201","Puskesmas Rantau Keloyang"
"1542","Jambi","Kab. Bungo","Puskesmas","Pemda Kab./Kota","P1509024201","P1509024201","Puskesmas Muara Bungo I"
"1550","Jambi","Kab. Bungo","Puskesmas","Pemda Kab./Kota","P1509051201","P1509051201","Puskesmas Limbur Lubuk Mengkuang"
"10280","Jambi","Kab. Bungo","Rumah Sakit","Pemda Kab./Kota","1509013","1509013","RS Umum Daerah H. Hanafie"
"10281","Jambi","Kab. Bungo","Rumah Sakit","Perusahaan","1509016","1509016","RS Sentral Medika"
"10285","Jambi","Kab. Bungo","Rumah Sakit","Perusahaan","1509028","1509028","RS Ibu dan Anak Permata Hati Jambi"
"10284","Jambi","Kab. Bungo","Rumah Sakit","Perusahaan","1509027","1509027","RS Ibu dan Anak Haji Abdul Malik"
"10283","Jambi","Kab. Bungo","Rumah Sakit","Organisasi Non Profit","1509025","1509025","RS Ibu dan Anak Barkah"
"10282","Jambi","Kab. Bungo","Rumah Sakit","Perusahaan","1509024","1509024","RS Umum Bersaudara Mandiri"
"14276","Jambi","Kab. Bungo","Rumah Sakit","Organisasi Non Profit","1509031","1509031","RS Jabal Rahmah Medika"
"19649","Jambi","Kab. Bungo","Rumah Sakit","Perseorangan","1509029","1509029","RSIA MOELIA"
"38844","Jambi","Kab. Bungo","Rumah Sakit","Pemda Kab./Kota","1509042","1509042","RSUD Rantau Ikil"
"38843","Jambi","Kab. Bungo","Rumah Sakit","Pemda Kab./Kota","1509043","1509043","RSUD Kuamang Kuning"
"32212","Jambi","Kab. Bungo","Klinik","Perseorangan","KL15080002","KL15080002","KLINIK MEDIKA SEHAT"
"32095","Jambi","Kab. Bungo","Klinik","Perseorangan","1217636","1217636","ZAHRA MEDICAL CENTRE"
"32211","Jambi","Kab. Bungo","Klinik","Perseorangan","KL15080001","KL15080001","KLINIK SIFA MEDIKA CENTRE"
"32094","Jambi","Kab. Bungo","Klinik","Perseorangan","1217638","1217638","KLINIK PRATAMA AYUMAS"
"32096","Jambi","Kab. Bungo","Klinik","Perseorangan","1217103","1217103","KLINIK PRATAMA SEHATI (PELEPA ILIR)"
"32097","Jambi","Kab. Bungo","Klinik","Perseorangan","1211370","1211370","KLINIK PRATAMA BARKAH"
"32100","Jambi","Kab. Bungo","Klinik","Perseorangan","1217161","1217161","KASIH MEDICAL CENTRE (KMC)"
"36444","Jambi","Kab. Bungo","Klinik","Perseorangan","15080300021","15080300021","Klinik Sehat Aybun"
"32128","Jambi","Kab. Bungo","Klinik","Perseorangan","1216516","1216516","KLINIK PRATAMA SEHAT KELUARGA CERIA"
"32085","Jambi","Kab. Bungo","Klinik","Perseorangan","1216874","1216874","KLINIK PERMATA BUNDA NAULI"
"32054","Jambi","Kab. Bungo","Klinik","Perseorangan","1211374","1211374","UMUL QURA MEDICAL CENTRE"
"32090","Jambi","Kab. Bungo","Klinik","Perseorangan","1217610","1217610","KLINIK SYIFA MEDIKA BUNGO"
"32129","Jambi","Kab. Bungo","Klinik","Perusahaan","1216954","1216954","KLINIK PT. SARI ADITYA LOKA 2"
"32089","Jambi","Kab. Bungo","Klinik","Perseorangan","1217578","1217578","KLINIK SISKA MANDIRI"
"32055","Jambi","Kab. Bungo","Klinik","TNI","1217226","1217226","POLIKLINIK 02.10.11 BUNGO TEBO"
"19659","Jambi","Kab. Bungo","Klinik","Perseorangan","1509456","1509456","KLINIK MINA MEDIKA"
"19657","Jambi","Kab. Bungo","Klinik","Perseorangan","1509207","1509207","Klinik Pratama Sehat Sejahtera Bungo"
"19652","Jambi","Kab. Bungo","Klinik","Perseorangan","1509635","1509635","Klinik Kasih Medika Center"
"19655","Jambi","Kab. Bungo","Klinik","Perseorangan","1509572","1509572","Klinik Mecca Medika Bungo"
"19656","Jambi","Kab. Bungo","Klinik","Perseorangan","1509597","1509597","Klinik Sifa Medika"
"19650","Jambi","Kab. Bungo","Klinik","Polri","1509359","1509359","Klinik Bayangkara Bungo"
"28146","Jambi","Kab. Bungo","Klinik","Polri","1217611","1217611","KLINIK PRATAMA BHAYANGKARA POLRES BUNGO"
"19653","Jambi","Kab. Bungo","Klinik","Perseorangan","1211371","1211371","Klinik Kasih Medica Centre"
"19651","Jambi","Kab. Bungo","Klinik","TNI","1509945","1509945","Polkes 02 10 11 BUTE"
"19658","Jambi","Kab. Bungo","Dokter Praktik Mandiri","Perseorangan","1509334","1509334","dr. Rumiyati"
"14541","Jambi","Kab. Bungo","Lapas/Rutan","Kementerian Non-Kemenkes","L1509001","L1509001","LAPAS Kelas II-B Muara Bungo"
"14391","Jambi","Kab. Kerinci","Puskesmas","Pemda Kab./Kota","P1501080024","P1501080024","Puskesmas Simpang Tutup"
"14393","Jambi","Kab. Kerinci","Puskesmas","Pemda Kab./Kota","P1501999901","P1501999901","Puskesmas Muara Hemat"
"14392","Jambi","Kab. Kerinci","Puskesmas","Pemda Kab./Kota","P1501011119","P1501011119","Puskesmas Bukit Kerman"
"1398","Jambi","Kab. Kerinci","Puskesmas","Pemda Kab./Kota","P1501010202","P1501010202","Puskesmas Lolo Jambi"
"1397","Jambi","Kab. Kerinci","Puskesmas","Pemda Kab./Kota","P1501010101","P1501010101","Puskesmas Lempur"
"1406","Jambi","Kab. Kerinci","Puskesmas","Kemenkes","P1501071201","P1501071201","Puskesmas Kemantan"
"1399","Jambi","Kab. Kerinci","Puskesmas","Pemda Kab./Kota","P1501020101","P1501020101","Puskesmas Tamiai"
"1405","Jambi","Kab. Kerinci","Puskesmas","Pemda Kab./Kota","P1501070201","P1501070201","Puskesmas Semurup"
"1412","Jambi","Kab. Kerinci","Puskesmas","Pemda Kab./Kota","P1501090101","P1501090101","Puskesmas Kersik Tuo"
"1400","Jambi","Kab. Kerinci","Puskesmas","Kemenkes","P1501020202","P1501020202","Puskesmas Tarutung"
"1401","Jambi","Kab. Kerinci","Puskesmas","Pemda Kab./Kota","P1501030101","P1501030101","Puskesmas Jujun"
"1404","Jambi","Kab. Kerinci","Puskesmas","Pemda Kab./Kota","P1501050201","P1501050201","Puskesmas Hiang"
"1407","Jambi","Kab. Kerinci","Puskesmas","Kemenkes","P1501071202","P1501071202","Puskesmas Sungai Tutung"
"1408","Jambi","Kab. Kerinci","Puskesmas","Pemda Kab./Kota","P1501072201","P1501072201","Puskesmas Depati VII Koto Tuo"
"1409","Jambi","Kab. Kerinci","Puskesmas","Kemenkes","P1501080201","P1501080201","Puskesmas Siulak Deras"
"1410","Jambi","Kab. Kerinci","Puskesmas","Pemda Kab./Kota","P1501081201","P1501081201","Puskesmas Si Ulak Gedang"
"1411","Jambi","Kab. Kerinci","Puskesmas","Kemenkes","P1501081202","P1501081202","Puskesmas Siulak Mukai"
"1403","Jambi","Kab. Kerinci","Puskesmas","Kemenkes","P1501040201","P1501040201","Puskesmas Sanggaran Agung"
"1413","Jambi","Kab. Kerinci","Puskesmas","Pemda Kab./Kota","P1501090202","P1501090202","Puskesmas Gunung Labu"
"1414","Jambi","Kab. Kerinci","Puskesmas","Pemda Kab./Kota","P1501091201","P1501091201","Puskesmas Pelompek"
"1402","Jambi","Kab. Kerinci","Puskesmas","Pemda Kab./Kota","P1501030202","P1501030202","Puskesmas Semerap"
"38398","Jambi","Kab. Kerinci","Rumah Sakit","Kemenkes","1501023","1501023","RSUD Bukit Kerman Kabupaten Kerinci"
"21160","Jambi","Kab. Kerinci","Klinik","Perseorangan","1216466","1216466","KLINIK RADISTA MEDICAL CENTER"
"21159","Jambi","Kab. Kerinci","Klinik","Perseorangan","1216465","1216465","KLINIK UTAMA NANTI SERAK"
"21158","Jambi","Kab. Kerinci","Klinik","Perseorangan","1216469","1216469","KLINIK MARER MEDICAL CENTER"
"13269","Jambi","Kab. Merangin","Puskesmas","Kemenkes","P1502067206","P1502067206","Puskesmas Kota Raja"
"13270","Jambi","Kab. Merangin","Puskesmas","Pemda Kab./Kota","P1502067207","P1502067207","Puskesmas Tambang Emas"
"14023","Jambi","Kab. Merangin","Puskesmas","Kemenkes","P1502067209","P1502067209","PUSKESMAS BANGKO BARAT"
"13271","Jambi","Kab. Merangin","Puskesmas","Pemda Kab./Kota","P1502067208	","P1502067208	","Puskesmas Tabir Lintas"
"1433","Jambi","Kab. Merangin","Puskesmas","Kemenkes","P1502062101","P1502062101","Puskesmas Muara Delang"
"1426","Jambi","Kab. Merangin","Puskesmas","Kemenkes","P1502043201","P1502043201","Puskesmas Kederasan Panjang"
"1427","Jambi","Kab. Merangin","Puskesmas","Pemda Kab./Kota","P1502050101","P1502050101","Puskesmas Sungai Manau"
"1428","Jambi","Kab. Merangin","Puskesmas","Pemda Kab./Kota","P1502051201","P1502051201","Puskesmas Simpang Parit"
"1429","Jambi","Kab. Merangin","Puskesmas","Pemda Kab./Kota","P1502052201","P1502052201","Puskesmas Sungai Jering"
"1431","Jambi","Kab. Merangin","Puskesmas","Kemenkes","P1502067205","P1502067205","Puskesmas Pasar Baru Merangin"
"1437","Jambi","Kab. Merangin","Puskesmas","Kemenkes","P1502067201","P1502067201","Puskesmas Muara Kibul"
"1436","Jambi","Kab. Merangin","Puskesmas","Kemenkes","P1502064101","P1502064101","Puskesmas Sungai Bulian"
"1435","Jambi","Kab. Merangin","Puskesmas","Kemenkes","P1502063202","P1502063202","Puskesmas Rantau Limau Manis"
"1434","Jambi","Kab. Merangin","Puskesmas","Pemda Kab./Kota","P1502063201","P1502063201","Puskesmas Sumber Agung"
"1425","Jambi","Kab. Merangin","Puskesmas","Kemenkes","P1502067203","P1502067203","Puskesmas Aur Berduri"
"1424","Jambi","Kab. Merangin","Puskesmas","Kemenkes","P1502040202","P1502040202","Puskesmas Pematang Kandis"
"1419","Jambi","Kab. Merangin","Puskesmas","Kemenkes","P1502022201","P1502022201","Puskesmas Sikancing"
"1420","Jambi","Kab. Merangin","Puskesmas","Pemda Kab./Kota","P1502030101","P1502030101","Puskesmas Pamenang"
"1421","Jambi","Kab. Merangin","Puskesmas","Kemenkes","P1502031101","P1502031101","Puskesmas Meranti Merangin"
"1416","Jambi","Kab. Merangin","Puskesmas","Kemenkes","P1502011201","P1502011201","Puskesmas Rantau Suli"
"1415","Jambi","Kab. Merangin","Puskesmas","Pemda Kab./Kota","P1502010201","P1502010201","Puskesmas Muara Madras"
"1432","Jambi","Kab. Merangin","Puskesmas","Kemenkes","P1502061101","P1502061101","Puskesmas Muara Jernih"
"1418","Jambi","Kab. Merangin","Puskesmas","Pemda Kab./Kota","P1502021101","P1502021101","Puskesmas Pasar Masurai"
"1417","Jambi","Kab. Merangin","Puskesmas","Kemenkes","P1502020101","P1502020101","Puskesmas Muara Siau"
"1423","Jambi","Kab. Merangin","Puskesmas","Pemda Kab./Kota","P1502040201","P1502040201","Puskesmas Bangko"
"1430","Jambi","Kab. Merangin","Puskesmas","Kemenkes","P1502060101","P1502060101","Puskesmas Rantau Panjang Merangin"
"1422","Jambi","Kab. Merangin","Puskesmas","Pemda Kab./Kota","P1502031202","P1502031202","Puskesmas Simpang Limbur"
"10266","Jambi","Kab. Merangin","Rumah Sakit","Pemda Kab./Kota","1502014","1502014","RS Umum Daerah Kolonel Abundjani Bangko"
"10268","Jambi","Kab. Merangin","Rumah Sakit","Perusahaan","1502018","1502018","RS Andimas"
"10267","Jambi","Kab. Merangin","Rumah Sakit","Perusahaan","1502015","1502015","RS Raudhah"
"14179","Jambi","Kab. Merangin","Rumah Sakit","Perusahaan","1502019","1502019","RS Merangin Medical Centre"
"21170","Jambi","Kab. Merangin","Klinik","Perseorangan","1216529","1216529","KLINIK UTAMA ANUGRAH MEDIKA"
"21172","Jambi","Kab. Merangin","Klinik","Perseorangan","1210868","1210868","PAMENANG MEDICAL CENTER"
"21173","Jambi","Kab. Merangin","Klinik","Perseorangan","1216526","1216526","KLINIK AURA SYIFA"
"21166","Jambi","Kab. Merangin","Klinik","Perseorangan","1210884","1210884","KLINIK BANGKO SEHAT 24 JAM"
"21169","Jambi","Kab. Merangin","Klinik","Perseorangan","1211065","1211065","KLINIK RAKYAT MERANGIN"
"21165","Jambi","Kab. Merangin","Klinik","Perseorangan","1217164","1217164","KLINIK PRATAMA AASIYAH"
"21168","Jambi","Kab. Merangin","Klinik","Polri","1210901","1210901","KLINIK PRATAMA POLRES MERANGIN"
"21164","Jambi","Kab. Merangin","Klinik","Perseorangan","1211563","1211563","KLINIK PT SARI ADTYA LOKA 1"
"21161","Jambi","Kab. Merangin","Klinik","Perseorangan","1211066","1211066","KLINIK ASSYIFA MERANGIN"
"21163","Jambi","Kab. Merangin","Klinik","Perseorangan","1210887","1210887","KLINIK LA TANSA MEDICAL CENTER"
"21162","Jambi","Kab. Merangin","Klinik","Perseorangan","1217285","1217285","KLINIK IKLAS"
"32218","Jambi","Kab. Merangin","Klinik","TNI","1217154","1217154","POSKES 02.10.14 BANGKO"
"14538","Jambi","Kab. Merangin","Lapas/Rutan","Kementerian Non-Kemenkes","L1502001","L1502001","LAPAS Kelas II-B Bangko"
"19867","Jambi","Kab. Muaro Jambi","Puskesmas","Pemda Kab./Kota","1505263 ","1505263 ","PUSKESMAS PETALING MUARO JAMBI"
"13753","Jambi","Kab. Muaro Jambi","Puskesmas","Kemenkes","P1505060015","P1505060015","Puskesmas Suko Awin Jaya"
"13752","Jambi","Kab. Muaro Jambi","Puskesmas","Kemenkes","P1505060204","P1505060204","PUSKESMAS TALANG BUKIT"
"13750","Jambi","Kab. Muaro Jambi","Puskesmas","Kemenkes","P1505060205","P1505060205","PUSKESMAS KASANG PUDAK"
"13751","Jambi","Kab. Muaro Jambi","Puskesmas","Kemenkes","P1505060203","P1505060203","PUSKESMAS TANTAN"
"1476","Jambi","Kab. Muaro Jambi","Puskesmas","Pemda Kab./Kota","P1505021202","P1505021202","Puskesmas Kebon Ix"
"1475","Jambi","Kab. Muaro Jambi","Puskesmas","Pemda Kab./Kota","P1505021101","P1505021101","Puskesmas Tangkit"
"1473","Jambi","Kab. Muaro Jambi","Puskesmas","Pemda Kab./Kota","P1505013201","P1505013201","Puskesmas Markanding"
"1474","Jambi","Kab. Muaro Jambi","Puskesmas","Pemda Kab./Kota","P1505020201","P1505020201","Puskesmas Muara Kumpeh"
"1477","Jambi","Kab. Muaro Jambi","Puskesmas","Kemenkes","P1505030101","P1505030101","Puskesmas Tanjung Muaro Jambi"
"1485","Jambi","Kab. Muaro Jambi","Puskesmas","Pemda Kab./Kota","P1505060202","P1505060202","Puskesmas Sekernan Ilir"
"1484","Jambi","Kab. Muaro Jambi","Puskesmas","Pemda Kab./Kota","P1505060201","P1505060201","Puskesmas Sengeti"
"1483","Jambi","Kab. Muaro Jambi","Puskesmas","Pemda Kab./Kota","P1505050203","P1505050203","Puskesmas Pir II Bajubang"
"1482","Jambi","Kab. Muaro Jambi","Puskesmas","Pemda Kab./Kota","P1505050202","P1505050202","Puskesmas Penyengat Olak"
"1481","Jambi","Kab. Muaro Jambi","Puskesmas","Kemenkes","P1505050101","P1505050101","Puskesmas Simpang Sei Duren"
"1480","Jambi","Kab. Muaro Jambi","Puskesmas","Pemda Kab./Kota","P1505041201","P1505041201","Puskesmas Kemingking Dalam"
"1479","Jambi","Kab. Muaro Jambi","Puskesmas","Pemda Kab./Kota","P1505040201","P1505040201","Puskesmas Jambi Kecil"
"1478","Jambi","Kab. Muaro Jambi","Puskesmas","Kemenkes","P1505030202","P1505030202","Puskesmas Puding"
"1472","Jambi","Kab. Muaro Jambi","Puskesmas","Kemenkes","P1505011203","P1505011203","Puskesmas Sei Bahar IV"
"1471","Jambi","Kab. Muaro Jambi","Puskesmas","Kemenkes","P1505011102","P1505011102","Puskesmas Sei Bahar I"
"1470","Jambi","Kab. Muaro Jambi","Puskesmas","Kemenkes","P1505011101","P1505011101","Puskesmas Sei Bahar VII"
"1469","Jambi","Kab. Muaro Jambi","Puskesmas","Pemda Kab./Kota","P1505010202","P1505010202","Puskesmas Pondok Meja"
"1468","Jambi","Kab. Muaro Jambi","Puskesmas","Pemda Kab./Kota","P1505010101","P1505010101","Puskesmas Tempino"
"10274","Jambi","Kab. Muaro Jambi","Rumah Sakit","Pemda Kab./Kota","1505027","1505027","RS Umum Daerah Sungai Bahar"
"10275","Jambi","Kab. Muaro Jambi","Rumah Sakit","Pemda Kab./Kota","1505028","1505028","RS Umum Daerah Sungai Gelam"
"10273","Jambi","Kab. Muaro Jambi","Rumah Sakit","Pemda Kab./Kota","1505016","1505016","RS Umum Daerah Ahmad Ripin"
"32053","Jambi","Kab. Muaro Jambi","Klinik","Kemenkes","1211538","1211538","KLINIK PRATAMA UNJA SMART"
"32052","Jambi","Kab. Muaro Jambi","Klinik","Perseorangan","1216555","1216555","POLIKLINIK"
"31977","Jambi","Kab. Muaro Jambi","Klinik","Perseorangan","1210778","1210778","KLINIK PRATAMA FAANZA MEDIKA"
"19866","Jambi","Kab. Muaro Jambi","Klinik","Polri","1217001","1217001","KLINIK PRATAMA POLRES MUARO JAMBI"
"21182","Jambi","Kab. Muaro Jambi","Klinik","Perseorangan","1210861","1210861","KLINIK PRATAMA ESTER BETTHY"
"21183","Jambi","Kab. Muaro Jambi","Klinik","Perseorangan","1210873","1210873","KLINIK PRATAMA RIZKY JAMBI"
"21191","Jambi","Kab. Muaro Jambi","Klinik","Perseorangan","1210885","1210885","KLINIK PRATAMA HIDAYAH"
"21184","Jambi","Kab. Muaro Jambi","Klinik","Perseorangan","1210905","1210905","KLINIK PRATAMA DEWI"
"21185","Jambi","Kab. Muaro Jambi","Klinik","Perseorangan","1210792","1210792","KLINIK PRATAMA RIFANA"
"21186","Jambi","Kab. Muaro Jambi","Klinik","Perseorangan","1217149","1217149","KLINIK ISLAM SULTHAN"
"21187","Jambi","Kab. Muaro Jambi","Klinik","Perseorangan","1217743","1217743","KLINIK BUNDA CHANES MEDIKA"
"21188","Jambi","Kab. Muaro Jambi","Klinik","Perseorangan","1217737","1217737","KLINIK KHAIRUNISSA"
"21192","Jambi","Kab. Muaro Jambi","Klinik","Perseorangan","1211197","1211197","KLINIK PRATAMA KLINIK UMUM DAN RUMAH BERSALIN HJ. EVI"
"21189","Jambi","Kab. Muaro Jambi","Klinik","Perseorangan","1217835","1217835","KLINIK PRATAMA ASMAHAN"
"21190","Jambi","Kab. Muaro Jambi","Klinik","Perseorangan","1211546","1211546","KLINIK PRATAMA BISMILLAH"
"21194","Jambi","Kab. Muaro Jambi","Klinik","Perseorangan","1211547","1211547","KLINIK AR-RAUDHAH"
"21195","Jambi","Kab. Muaro Jambi","Klinik","Perseorangan","1211545","1211545","KLINIK CIPUTRA CITRARAYA CITY JAMBI"
"21196","Jambi","Kab. Muaro Jambi","Klinik","Perseorangan","1217157","1217157","KLINIK PRATAMA NAOMI MEDIKA"
"21181","Jambi","Kab. Muaro Jambi","Klinik","Perseorangan","1210904","1210904","KLINIK PRATAMA MANDIRI JAMBI"
"14545","Jambi","Kab. Muaro Jambi","Lapas/Rutan","Kementerian Non-Kemenkes","L1505065","L1505065","LAPAS Perempuan Kelas II-B Jambi"
"14041","Jambi","Kab. Sarolangun","Puskesmas","Kemenkes","P1503060105","P1503060105","PUSKESMAS SEPINTUN"
"14039","Jambi","Kab. Sarolangun","Puskesmas","Kemenkes","P1503031102","P1503031102","PUSKESMAS SINGKUT V"
"14040","Jambi","Kab. Sarolangun","Puskesmas","Kemenkes","P1503060104","P1503060104","PUSKESMAS SUNGAI BAUNG."
"1442","Jambi","Kab. Sarolangun","Puskesmas","Pemda Kab./Kota","P1503030101","P1503030101","Puskesmas Pelawan"
"1444","Jambi","Kab. Sarolangun","Puskesmas","Pemda Kab./Kota","P1503040101","P1503040101","Puskesmas Sarolangun"
"1443","Jambi","Kab. Sarolangun","Puskesmas","Kemenkes","P1503031101","P1503031101","Puskesmas Singkut"
"1445","Jambi","Kab. Sarolangun","Puskesmas","Pemda Kab./Kota","P1503041101","P1503041101","Puskesmas Limbur Tembesi"
"1446","Jambi","Kab. Sarolangun","Puskesmas","Pemda Kab./Kota","P1503050101","P1503050101","Puskesmas Pauh Sarolangun"
"1447","Jambi","Kab. Sarolangun","Puskesmas","Pemda Kab./Kota","P1503051101","P1503051101","Puskesmas Pematang Kabau"
"1448","Jambi","Kab. Sarolangun","Puskesmas","Pemda Kab./Kota","P1503051102","P1503051102","Puskesmas Air Hitam Sarolangun"
"1449","Jambi","Kab. Sarolangun","Puskesmas","Pemda Kab./Kota","P1503060101","P1503060101","Puskesmas Mandiangin"
"1450","Jambi","Kab. Sarolangun","Puskesmas","Pemda Kab./Kota","P1503060102","P1503060102","Puskesmas Butang Baru"
"1441","Jambi","Kab. Sarolangun","Puskesmas","Kemenkes","P1503021101","P1503021101","Puskesmas Lubuk Resam"
"1440","Jambi","Kab. Sarolangun","Puskesmas","Kemenkes","P1503020202","P1503020202","Puskesmas Mersip"
"1439","Jambi","Kab. Sarolangun","Puskesmas","Pemda Kab./Kota","P1503020101","P1503020101","Puskesmas Pulau Pandan"
"1438","Jambi","Kab. Sarolangun","Puskesmas","Pemda Kab./Kota","P1503010101","P1503010101","Puskesmas Pekan Gedang"
"10269","Jambi","Kab. Sarolangun","Rumah Sakit","Pemda Kab./Kota","1503036","1503036","RS Umum Daerah Prof. Dr. H. Chatib Quzwain"
"14038","Jambi","Kab. Sarolangun","Rumah Sakit","Perusahaan","1503039","1503039","RS Langit Golden Medika"
"21177","Jambi","Kab. Sarolangun","Klinik","Perseorangan","1217143","1217143","KLINIK SANI"
"21179","Jambi","Kab. Sarolangun","Klinik","Perseorangan","1217116","1217116","KLINIK ALNURI SINGKUT"
"21174","Jambi","Kab. Sarolangun","Klinik","Perseorangan","1217334","1217334","KLINIK 24 JAM BINTANG SEHAT"
"21176","Jambi","Kab. Sarolangun","Klinik","Perseorangan","1217120","1217120","KLINIK PT. BAHANA KARYA SEMESTA"
"21180","Jambi","Kab. Sarolangun","Klinik","Polri","1211558","1211558","KLINIK BHAYANGKARA POLRES SAROLANGUN"
"21175","Jambi","Kab. Sarolangun","Klinik","Perseorangan","1216501","1216501","KLINIK BINAKASIH"
"32214","Jambi","Kab. Sarolangun","Klinik","Perseorangan","KL15030001","KL15030001","RATU DUTA KLINIK"
"14543","Jambi","Kab. Sarolangun","Lapas/Rutan","Kementerian Non-Kemenkes","L1503037","L1503037","LAPAS Kelas II-B Sarolangun"
"1511","Jambi","Kab. Tanjung Jabung Barat","Puskesmas","Kemenkes","P1507020101","P1507020101","Puskesmas Teluk Nilau"
"1512","Jambi","Kab. Tanjung Jabung Barat","Puskesmas","Kemenkes","P1507021201","P1507021201","Puskesmas Senyerang"
"1513","Jambi","Kab. Tanjung Jabung Barat","Puskesmas","Kemenkes","P1507030201","P1507030201","Puskesmas Kuala Tungkal I"
"1514","Jambi","Kab. Tanjung Jabung Barat","Puskesmas","Pemda Kab./Kota","P1507030202","P1507030202","Puskesmas Kuala Tungkal II"
"1515","Jambi","Kab. Tanjung Jabung Barat","Puskesmas","Pemda Kab./Kota","P1507031201","P1507031201","Puskesmas Sungai Saren"
"1516","Jambi","Kab. Tanjung Jabung Barat","Puskesmas","Pemda Kab./Kota","P1507032201","P1507032201","Puskesmas Tungkal V"
"1517","Jambi","Kab. Tanjung Jabung Barat","Puskesmas","Kemenkes","P1507040201","P1507040201","Puskesmas Sukorejo"
"1518","Jambi","Kab. Tanjung Jabung Barat","Puskesmas","Pemda Kab./Kota","P1507041201","P1507041201","Puskesmas Parit Deli"
"1510","Jambi","Kab. Tanjung Jabung Barat","Puskesmas","Kemenkes","P1507015202","P1507015202","Puskesmas Rantau Badak"
"1509","Jambi","Kab. Tanjung Jabung Barat","Puskesmas","Kemenkes","P1507015201","P1507015201","Puskesmas Bukit Indah"
"1503","Jambi","Kab. Tanjung Jabung Barat","Puskesmas","Kemenkes","P1507010201","P1507010201","Puskesmas Pelabuhan Dagang"
"1504","Jambi","Kab. Tanjung Jabung Barat","Puskesmas","Pemda Kab./Kota","P1507011101","P1507011101","Puskesmas Merlung"
"1505","Jambi","Kab. Tanjung Jabung Barat","Puskesmas","Kemenkes","P1507012101","P1507012101","Puskesmas Suban Tanjung Jabung Barat"
"1506","Jambi","Kab. Tanjung Jabung Barat","Puskesmas","Pemda Kab./Kota","P1507013101","P1507013101","Puskesmas Pijoan Baru"
"1507","Jambi","Kab. Tanjung Jabung Barat","Puskesmas","Kemenkes","P1507013102","P1507013102","Puskesmas Purwodadi Tanjung Jabung Barat"
"1508","Jambi","Kab. Tanjung Jabung Barat","Puskesmas","Kemenkes","P1507014201","P1507014201","Puskesmas Lubuk Kambing"
"15004","Jambi","Kab. Tanjung Jabung Barat","Rumah Sakit","Pemda Kab./Kota","1507013","1507013","RSUD Suryah Khairuddin"
"14214","Jambi","Kab. Tanjung Jabung Barat","Rumah Sakit","Pemda Kab./Kota","1507001","1507010","RSUD KH. Daud Arif"
"21208","Jambi","Kab. Tanjung Jabung Barat","Klinik","TNI","1210551","1210551","KLINIK PRATAMA POLKES 02.10.13 TANJAB"
