No,Kode,Nama Puskesmas,Raw Text
8596,1000101579,TANA LILI,TANA LILI Jl. Trans Sulawesi Tana Lili Luwu Utara Sulawesi Selatan Rawat Inap Perdesaan
8597,1000101593,WONOKERTO Lorong,WONOKERTO Lorong 8A Sukamaju Selatan Luwu Utara Sulawesi Selatan Rawat Inap Perdesaan
8598,1000101464,LARA I,LARA I Dsn. Beringin Jaya Baebunta Selatan Luwu Utara Sulawesi Selatan Rawat Inap Perdesaan
8599,1000101567,SABBANG SELATAN,SABBANG SELATAN Jl. Nek Simbolong No. 2 Sabbang Selatan Luwu Utara Sulawesi Selatan Rawat Inap Perdesaan
8600,1000058473,MANGKUTANA,"MANGKUTANA Ds. Balai Kembang, Kec. Mangkutana Mangkutana Luwu Timur Sulawesi Selatan Rawat Inap Perdesaan"
8601,1000058356,NUHA,NUHA Jl. Pepakulia Nuha Luwu Timur Sulawesi Selatan Rawat Inap Perkotaan
8602,1000058382,MAHALONA,"MAHALONA Ds. Mahalona, Kec. Towuti Towuti Luwu Timur Sulawesi Selatan Rawat Inap Terpencil"
8603,1000058409,BANTILANG,"BANTILANG Ds. Bantilang, Kec. Towuti Towuti Luwu Timur Sulawesi Selatan Rawat Inap Terpencil"
8604,1000058435,WAWONDULA,WAWONDULA Jl. Nasrun Towuti Luwu Timur Sulawesi Selatan Rawat Inap Perdesaan
8605,1000058485,TIMAMPU,"TIMAMPU Jl. Baharuddin Lopa, No.43 Towuti Luwu Timur Sulawesi Selatan Rawat Inap Perdesaan"
8606,1000058423,MALILI,MALILI Jl. Dr. Sam Ratulangi Malili Luwu Timur Sulawesi Selatan Rawat Inap Perkotaan
8607,1000058459,LAKAWALI,LAKAWALI Jl. Sawerigading Malili Luwu Timur Sulawesi Selatan Rawat Inap Perdesaan
8608,1000058497,LAMPIA,LAMPIA Jl. Poros Sul-Tra Ds. Harapan Kec. Malili Malili Luwu Timur Sulawesi Selatan Rawat Inap Perdesaan
8609,1000058447,ANGKONA,ANGKONA Jl. Reformasi Angkona Luwu Timur Sulawesi Selatan Rawat Inap Perdesaan
8610,1000058344,WOTU,WOTU Jl. Pahlawan Wotu Luwu Timur Sulawesi Selatan Rawat Inap Perkotaan
8611,1000058368,BURAU,"BURAU Dsn. Lepa-Lepa, Kec. Burau Burau Luwu Timur Sulawesi Selatan Rawat Inap Perdesaan"
8612,1000058502,BONE PUTE,BONE PUTE Jl.Pendidikan Dsn. Bone Pute Burau Luwu Timur Sulawesi Selatan Non Rawat Inap Perdesaan
8613,1000058370,TOMONI,"TOMONI Dsn. Kebun Rami 1, Ds. Mandiri, Kec.Tomoni Tomoni Luwu Timur Sulawesi Selatan Rawat Inap Perkotaan"
8614,1000058394,TOMINI TIMUR,TOMINI TIMUR Jl. A. Hatta Tomoni Timur Luwu Timur Sulawesi Selatan Rawat Inap Perdesaan
8615,1000058411,KALAENA,"KALAENA Ds. Kalaena Kiri, Kec. Kalaena Kalaena Luwu Timur Sulawesi Selatan Rawat Inap Perdesaan"
8616,1000058461,WASUPONDA,WASUPONDA Jl. A.Panguriseng No. 117 Wasuponda Luwu Timur Sulawesi Selatan Rawat Inap Perdesaan
8617,1000058514,PARUMPANAI,PARUMPANAI Ds. Parumpanai Kec. Wasuponda Wasuponda Luwu Timur Sulawesi Selatan Non Rawat Inap Terpencil
8618,1000118118,LAANG TANDUK,LAANG TANDUK Kec. Rantepao Rantepao Toraja Utara Sulawesi Selatan Rawat Inap Perkotaan
8619,1000118209,RANTEPAO,RANTEPAO Jl. Pacuan Kuda Rantepao Toraja Utara Sulawesi Selatan Rawat Inap Perkotaan
8620,1000118156,RANTE PANGLI,"RANTE PANGLI Kel. Pangli, Kec. Sesean Sesean Toraja Utara Sulawesi Selatan Rawat Inap Perdesaan"
8621,1000118144,NANGGALA,"NANGGALA Ds. Nenggala, Kec. Nanggala Nanggala Toraja Utara Sulawesi Selatan Rawat Inap Terpencil"
8622,1000118261,TANDUNG NANGGALA,"TANDUNG NANGGALA Jl. Poros Rantepao - Palopo Km 17, Kala'Paran, Lembang Tandung Nanggala Nanggala Toraja Utara Sulawesi Selatan Non Rawat Inap Sangat Terpencil"
8623,1000118132,PANGALA,PANGALA Kec. Rindingallo Rindingallo Toraja Utara Sulawesi Selatan Rawat Inap Terpencil
8624,1000118326,BUNTAO Lembang,"BUNTAO Lembang Issongkuala, Kec. Buntao Buntao Toraja Utara Sulawesi Selatan Non Rawat Inap Perdesaan"
8625,1000118194,SA'DAN MALIMBONG,"SA'DAN MALIMBONG Ds. Sa'Dan Malimbong, Kec. Sa' Dan Sa'dan Toraja Utara Sulawesi Selatan Rawat Inap Terpencil"
8626,1000118314,SA'DAN LIKULAMBE',"SA'DAN LIKULAMBE' Jl. Poros Minanga Duri, Dsn. Pongdua Tompu Lembang Sa'Dan Likulambe' Sa'dan Toraja Utara Sulawesi Selatan Non Rawat Inap Sangat Terpencil"
8627,1000118120,TOMBANG KALUA,"TOMBANG KALUA Ds. La'Bo', Kec. Sanggalangi Sanggalangi Toraja Utara Sulawesi Selatan Rawat Inap Perdesaan"
8628,1000118376,SOPAI,"SOPAI Ds. Nonongan, Kec. Sopai Sopai Toraja Utara Sulawesi Selatan Non Rawat Inap Perdesaan"
8629,1000118106,TIKALA,"TIKALA Ds. Tikala, Kec. Tikala Tikala Toraja Utara Sulawesi Selatan Rawat Inap Perdesaan"
8630,1000118211,BALUSU Kel.,"BALUSU Kel. Balusu, Kec. Balusu Balusu Toraja Utara Sulawesi Selatan Rawat Inap Perkotaan"
8631,1000118247,TALLUNG LIPU,"TALLUNG LIPU Kel.Tallung Lipu, Kec. Tallung Lipu Tallunglipu Toraja Utara Sulawesi Selatan Non Rawat Inap Perkotaan"
8632,1000118235,MA'DONG,MA'DONG Ds. Lembang Ma'Dong Kec. Dende Piongan Napo 'Dende'' Piongan Napo' Toraja Utara Sulawesi Selatan Non Rawat Inap Sangat Terpencil
8633,1000118340,PASANG Kel.,"PASANG Kel. Pasang, Kec. Dende Piongan Napo 'Dende'' Piongan Napo' Toraja Utara Sulawesi Selatan Non Rawat Inap Terpencil"
8634,1000118170,TA'BA,TA'BA Kec. Buntu Pepasan Buntu Pepasan Toraja Utara Sulawesi Selatan Rawat Inap Sangat Terpencil
8635,1000118259,RANTEUMA,RANTEUMA Ds. Buntu Pepasan Kec. Buntu Pepasan Buntu Pepasan Toraja Utara Sulawesi Selatan Non Rawat Inap Sangat Terpencil
8636,1000118364,BARUPPU Lembang,"BARUPPU Lembang Baruppu Utara, Kec. Baruppu Baruppu Toraja Utara Sulawesi Selatan Non Rawat Inap Sangat Terpencil"
8637,1000118285,BUA TALLU,"BUA TALLU LOLO Lembang Tallu Lolo, Kec. Kesu Kesu Toraja Utara Sulawesi Selatan Non Rawat Inap Perdesaan"
8638,1000118168,TONDON,"TONDON Ds. Tondon, Kec. Tondon Tondon Toraja Utara Sulawesi Selatan Rawat Inap Perdesaan"
8639,1000118223,BANGKELEKILA Lembang,"BANGKELEKILA Lembang Bangkelekila, Kec. Bengkelekila Bangkelekila Toraja Utara Sulawesi Selatan Non Rawat Inap Terpencil"
8640,1000118302,RANTEBUA,"RANTEBUA Ds. Rantebua, Kec. Rantebua Rantebua Toraja Utara Sulawesi Selatan Non Rawat Inap Sangat Terpencil"
8641,1000118352,BOKIN,BOKIN Ds. Lembang Bokin Kec. Rantebua Rantebua Toraja Utara Sulawesi Selatan Non Rawat Inap Sangat Terpencil
8642,1000118182,LEMPO Lembang,"LEMPO Lembang Lempo, Kec. Sesean Suloara Sesean Suloara Toraja Utara Sulawesi Selatan Rawat Inap Perdesaan"
8643,1000118273,KE'PE',KE'PE' Jl. Poros Pangala Lembang-Polo Padang Kapala Pitu Toraja Utara Sulawesi Selatan Non Rawat Inap Perdesaan
8644,1000118297,KAPALA PITU,"KAPALA PITU Lembang Kapala Pitu, Kec. Kapala Pitu Kapala Pitu Toraja Utara Sulawesi Selatan Non Rawat Inap Perdesaan"
8645,1000118338,AWAN Lembang,"AWAN Lembang Awan, Kec. Awan Rante Karua Awan Rante Karua Toraja Utara Sulawesi Selatan Non Rawat Inap Sangat Terpencil"
8646,1000067606,PANAMBUNGAN,PANAMBUNGAN Jl. Rajawali Lr.13B No.13 Mariso Kota Makassar Sulawesi Selatan Non Rawat Inap Perkotaan
8647,1000067620,DAHLIA,DAHLIA Jl. Seroja No.3 Mariso Kota Makassar Sulawesi Selatan Non Rawat Inap Perkotaan
8648,1000067723,PERTIWI,PERTIWI Jl. Cendrawasih Iii No. 2 Mariso Kota Makassar Sulawesi Selatan Non Rawat Inap Perkotaan
8649,1000067400,MAMAJANG,MAMAJANG Jl. Baji Minasa No.10 Mamajang Kota Makassar Sulawesi Selatan Rawat Inap Perkotaan
8650,1000067747,CENDRAWASIH,CENDRAWASIH Jl. Cendrawasih No.404 Mamajang Kota Makassar Sulawesi Selatan Non Rawat Inap Perkotaan
8651,1000067383,BARA-BARAYA,BARA-BARAYA Jl. Abubakar Lambogo Makassar Kota Makassar Sulawesi Selatan Rawat Inap Perkotaan
8652,1000067539,MARADEKAYA,MARADEKAYA Jl. Sungai Saddang Baru Lr.5 No.27 Makassar Kota Makassar Sulawesi Selatan Non Rawat Inap Perkotaan
8653,1000067591,MACCINI SAWAH,MACCINI SAWAH Jl. Maccini Raya Makassar Kota Makassar Sulawesi Selatan Non Rawat Inap Perkotaan
8654,1000067802,MAKKASAU,MAKKASAU Jl. Ratulangi Ujung Pandang Kota Makassar Sulawesi Selatan Non Rawat Inap Perkotaan
8655,1000067632,ANDALAS,ANDALAS Jl. Sangir Lr.209 No.6 Wajo Kota Makassar Sulawesi Selatan Non Rawat Inap Perkotaan
8656,1000067838,TARAKANG,TARAKANG Jl. Kondingareng Lr.181 No.5 Wajo Kota Makassar Sulawesi Selatan Non Rawat Inap Perkotaan
8657,1000067553,MALIMONGAN BARU,MALIMONGAN BARU Jl. Pontiku Lr.5 No.1 Bontoala Kota Makassar Sulawesi Selatan Non Rawat Inap Perkotaan
8658,1000067814,LAYANG,LAYANG Jl. Tinumbu Lr.148 No.1-2 Bontoala Kota Makassar Sulawesi Selatan Non Rawat Inap Perkotaan
8659,1000067486,JUMPANDANG BARU,JUMPANDANG BARU Jl. Ade Irma Nasution Blok C No.1 Tallo Kota Makassar Sulawesi Selatan Rawat Inap Perkotaan
8660,1000067682,RAPPOKALLING,RAPPOKALLING Jl. Daeng Ragge Tallo Kota Makassar Sulawesi Selatan Non Rawat Inap Perkotaan
8661,1000067759,KALUKU BODOA,KALUKU BODOA Jl. Butta Caddi No.15 Tallo Kota Makassar Sulawesi Selatan Non Rawat Inap Perkotaan
8662,1000067436,PATTINGALLOANG,PATTINGALLOANG Jl. Barukang Vi No.15 Ujung Tanah Kota Makassar Sulawesi Selatan Rawat Inap Perkotaan
8663,1000067448,PULAU KODINGARENG,PULAU KODINGARENG Pulau Kodingareng Kec. Ujung Tanah Ujung Tanah Kota Makassar Sulawesi Selatan Non Rawat Inap Terpencil
8664,1000067474,BARANG LOMPO,BARANG LOMPO Jl. Pulau Barraang Lompo Rw 1 Ujung Tanah Kota Makassar Sulawesi Selatan Rawat Inap Sangat Terpencil
8665,1000067761,TABARINGAN,TABARINGAN Jl. Tinumbu Lr.154 Ujung Tanah Kota Makassar Sulawesi Selatan Non Rawat Inap Perkotaan
8666,1000067412,BATUA,BATUA Jl. Abd Daeng Sirua No.338 Panakkukang Kota Makassar Sulawesi Selatan Rawat Inap Perkotaan
8667,1000067503,KARUWISI,KARUWISI Jl. Urip Sumiharjo Lr.2 Panakkukang Kota Makassar Sulawesi Selatan Non Rawat Inap Perkotaan
8668,1000067515,TODDOPULI,TODDOPULI Jl. Toddopuli Raya No 96 Makassar Panakkukang Kota Makassar Sulawesi Selatan Non Rawat Inap Perkotaan
8669,1000067644,TAMAMAUNG,TAMAMAUNG Jl. Abdul Daeng Sirua No.158 Panakkukang Kota Makassar Sulawesi Selatan Non Rawat Inap Perkotaan
8670,1000067785,PAMPANG,PAMPANG Jl. Pampang Iii No. 28 A Panakkukang Kota Makassar Sulawesi Selatan Non Rawat Inap Perkotaan
8671,1000067450,JONGAYA,JONGAYA Jl. Andi Tonro No.70A Tamalate Kota Makassar Sulawesi Selatan Non Rawat Inap Perkotaan
8672,1000067541,BAROMBONG,BAROMBONG Jl. Perjanjian Buangaya No.13 Tamalate Kota Makassar Sulawesi Selatan Non Rawat Inap Perkotaan
8673,1000067577,TAMALATE,TAMALATE Jl. Dg.Tata I (Komp.Tabaria Blok G 8 Tamalate Kota Makassar Sulawesi Selatan Non Rawat Inap Perkotaan
8674,1000067797,MACCINI SOMBALA,MACCINI SOMBALA Kec. Tamalate Tamalate Kota Makassar Sulawesi Selatan Non Rawat Inap Perkotaan
8675,1000067694,KAPASA Komp.,KAPASA Komp. Btn Angkatan Laut Kec. Biringkanaya Biringkanaya Kota Makassar Sulawesi Selatan Non Rawat Inap Perkotaan
8676,1000067709,SUDIANG,SUDIANG Jl. Gowa Raya Biringkanaya Kota Makassar Sulawesi Selatan Non Rawat Inap Perkotaan
8677,1000067711,BULUROKENG,BULUROKENG Kec. Biringkanaya Biringkanaya Kota Makassar Sulawesi Selatan Non Rawat Inap Perkotaan
8678,1000067773,SUDIANG RAYA,SUDIANG RAYA Jl. Makasar Raya Biringkanaya Kota Makassar Sulawesi Selatan Non Rawat Inap Perkotaan
8679,1000669832,DAYA,DAYA Jl.Perintis Kemerdekaan Km.14 Makassar Biringkanaya Kota Makassar Sulawesi Selatan Non Rawat Inap Perkotaan
8680,1000067424,ANTANG PERUMNAS,ANTANG PERUMNAS Jl. Lasuloro Manggala Kota Makassar Sulawesi Selatan Non Rawat Inap Perkotaan
8681,1000067656,ANTANG,ANTANG Jl. Antang Raya No.43 Manggala Kota Makassar Sulawesi Selatan Non Rawat Inap Perkotaan
8682,1000067668,TAMANGAPA,TAMANGAPA Jl. Tamangapa Raya No.26 H Manggala Kota Makassar Sulawesi Selatan Non Rawat Inap Perkotaan
8683,1000067670,BANGKALA,BANGKALA Kec. Manggala Manggala Kota Makassar Sulawesi Selatan Non Rawat Inap Perkotaan
8684,1000067395,KASSI-KASSI,KASSI-KASSI Jl. Tamalate I No.43 Rappocini Kota Makassar Sulawesi Selatan Rawat Inap Perkotaan
8685,1000067498,MINASA UPA,MINASA UPA Jl. Minasa Upa Raya No.18 Rappocini Kota Makassar Sulawesi Selatan Rawat Inap Perkotaan
8686,1000067565,MANGASA,MANGASA Jl. Monumen Emmy Saelan Komp Btn M 11 Rappocini Kota Makassar Sulawesi Selatan Non Rawat Inap Perkotaan
8687,1000067826,BALLAPARANG,BALLAPARANG Jl. Nikel Iii No 1 Rappocini Kota Makassar Sulawesi Selatan Non Rawat Inap Perkotaan
8688,1000067462,TAMALANREA JAYA,"TAMALANREA JAYA Jl. Perintis Kemerdekaan Iv No 9, Tamalanrea, Makassar Tamalanrea Kota Makassar Sulawesi Selatan Rawat Inap Perkotaan"
8689,1000067527,PACCERAKKANG,PACCERAKKANG Kec. Tamalanrea Tamalanrea Kota Makassar Sulawesi Selatan Non Rawat Inap Perkotaan
8690,1000067589,ANTARA Komp.Btn,"ANTARA Komp.Btn Antara Blok B No.6, Kec. Tamalanrea Tamalanrea Kota Makassar Sulawesi Selatan Non Rawat Inap Perkotaan"
8691,1000067618,TAMALANREA,TAMALANREA Jl. Kesejahteraan Timur I Btp Blok B Tamalanrea Kota Makassar Sulawesi Selatan Non Rawat Inap Perkotaan
8692,1000067735,BIRA,BIRA Jl. Prof. Ir. Sutami No.128 Tamalanrea Kota Makassar Sulawesi Selatan Non Rawat Inap Perkotaan
8693,1000148905,LOMPOE,"LOMPOE Jl. Garuda No. 19, Kelurahan Lompoe, Kecamatan Bacukiki Kota Parepare Bacukiki Kota Pare Pare Sulawesi Selatan Rawat Inap Perkotaan"
8694,1000148929,LEMOE,LEMOE Jl. Jend. Muh Yusuf Bacukiki Kota Pare Pare Sulawesi Selatan Non Rawat Inap Perkotaan
8695,1000148864,LAPADDE,"LAPADDE Jl. Puskesmas KM. 3, Kelurahan Lapadde, Kec. Ujung Kota Parepare Ujung Kota Pare Pare Sulawesi Selatan Rawat Inap Perkotaan"
8696,1000148876,MADISING NA MARIO,MADISING NA MARIO Jl..Mattirotasi Nomor 18 Ujung Kota Pare Pare Sulawesi Selatan Rawat Inap Perkotaan
8697,1000148888,LAULENG BUKIT HARAPAN,LAULENG BUKIT HARAPAN Jl. Poros Pinrang Km 4 Soreang Kota Pare Pare Sulawesi Selatan Rawat Inap Perkotaan
8698,1000148890,LAKESSI,LAKESSI Jl. Muhammad Arsyad No 15 Soreang Kota Pare Pare Sulawesi Selatan Rawat Inap Perkotaan
8699,1000148917,CEMPAE,"CEMPAE Jl.Petta Oddo Nomor 03, Kelurahan Watang Soreang, Kec.  Soreang, Kota Parepare Soreang Kota Pare Pare Sulawesi Selatan Rawat Inap Perkotaan"
8700,1000148852,LUMPUE,"LUMPUE Jl. H. Andi Iskandar,  Nomor 2, Kelurahan Lumpue, Kecamatan Bacukiki Barat, Kota Parepare Bacukiki Barat Kota Pare Pare Sulawesi Selatan Rawat Inap Perkotaan"
8701,1000126153,WARA,WARA Jl. Muin Sandewang No. 20 B Wara Kota Palopo Sulawesi Selatan Non Rawat Inap Perkotaan
8702,1000126191,BARA PERMAI,BARA PERMAI Komplek Perumahan Pebabri Jl. Nasution Wara Utara Kota Palopo Sulawesi Selatan Non Rawat Inap Perdesaan
8703,1000126244,WARA UTARA KOTA,WARA UTARA KOTA Jl. Ratulangi Wara Utara Kota Palopo Sulawesi Selatan Non Rawat Inap Perkotaan
8704,1000126139,WARA SELATAN,WARA SELATAN Komplek Islamic Center Jl. Andi Kaddi Radja Wara Selatan Kota Palopo Sulawesi Selatan Non Rawat Inap Perkotaan
8705,1000126206,MAROANGIN,MAROANGIN Jl. Dr. Ratulangi Km. 11 Poros Palopo-Masamba Telluwanua Kota Palopo Sulawesi Selatan Non Rawat Inap Perdesaan
8706,1000126165,PONTAP,PONTAP Jl. Andi Tadda Wara Timur Kota Palopo Sulawesi Selatan Non Rawat Inap Perkotaan
8707,1000126218,BENTENG Kompleks,BENTENG Kompleks Perumahan Hartaco Jl. Danau Tempe Wara Timur Kota Palopo Sulawesi Selatan Non Rawat Inap Perkotaan
8708,1000126220,WARA BARAT,WARA BARAT Jl. Lasaktia Raja Km. 04 Wara Barat Kota Palopo Sulawesi Selatan Non Rawat Inap Perdesaan
8709,1000126232,WISATA PADANG LAMBE,WISATA PADANG LAMBE Jl. Wisata Batu Papan Wara Barat Kota Palopo Sulawesi Selatan Non Rawat Inap Perdesaan
8710,1000126189,SENDANA,SENDANA Jl. Andi Bintang Sendana Kota Palopo Sulawesi Selatan Non Rawat Inap Perdesaan
8711,1000126177,MUNGKAJANG,MUNGKAJANG Jl. Pajalesan Mungkajang Kota Palopo Sulawesi Selatan Non Rawat Inap Perdesaan
8712,1000126141,WARA UTARA,WARA UTARA Jl. Garuda No. 3 Perumnas Bara Kota Palopo Sulawesi Selatan Non Rawat Inap Perkotaan
8713,1000138194,WUNDULAKO Lorong,WUNDULAKO Lorong Puskesmas No. 8 Kel. Kowioha Wundulako Kolaka Sulawesi Tenggara Rawat Inap Perkotaan
8714,1000138209,KOLAKA,KOLAKA Jl. Pemuda No.14 Kolaka Kolaka Sulawesi Tenggara Rawat Inap Perkotaan
8715,1000138168,POMALAA,POMALAA Jl. Protokol No. 1 Pomalaa Kolaka Sulawesi Tenggara Rawat Inap Perkotaan
8716,1000138170,WATUBANGGA,WATUBANGGA Jl. Cendrawasih No. 17 Watubangga Kolaka Sulawesi Tenggara Rawat Inap Terpencil
8717,1000138182,KUKUTIO,KUKUTIO Ds. Kukutio Watubangga Kolaka Sulawesi Tenggara Rawat Inap Terpencil
8718,1000138091,WOLO Kel.,"WOLO Kel. Wolo, Kec. Wolo Wolo Kolaka Sulawesi Tenggara Rawat Inap Terpencil"
8719,1000138132,BAULA,BAULA Jl. Pendidikan No 1 Baula Kolaka Sulawesi Tenggara Rawat Inap Perkotaan
8720,1000138211,LATAMBAGA Kel.,"LATAMBAGA Kel. Mangolo, Kec. Latambaga Latambaga Kolaka Sulawesi Tenggara Non Rawat Inap Perkotaan"
8721,1000138223,KOLAKAASI,KOLAKAASI Jl. Kadue Nomor 2 Latambaga Kolaka Sulawesi Tenggara Rawat Inap Perkotaan
8722,1000138118,TANGGETADA,TANGGETADA Jl. Poros Pomalaa-Watubangga Tanggetada Kolaka Sulawesi Tenggara Rawat Inap Terpencil
8723,1000138120,TOSIBA,"TOSIBA Ds. Tamboli, Kec. Samaturu Samaturu Kolaka Sulawesi Tenggara Rawat Inap Terpencil"
8724,1000138144,TOARI,TOARI Jl. Haluoleo No. 10 Ranojaya Toari Kolaka Sulawesi Tenggara Rawat Inap Terpencil
8725,1000138156,POLINGGONA,POLINGGONA Jl. Poros Polinggona Polinggona Kolaka Sulawesi Tenggara Rawat Inap Terpencil
8726,1000138106,IWOIMENDAA,IWOIMENDAA Ds. Iwoimendaa Iwoimendaa Kolaka Sulawesi Tenggara Rawat Inap Terpencil
8727,1000114344,LAMBUYA Kel.,LAMBUYA Kel. Lambuya Kec. Lambuya Lambuya Konawe Sulawesi Tenggara Rawat Inap Perdesaan
8728,1000114576,UNAAHA,UNAAHA Jl. Inowa No. 77 Unaaha Konawe Sulawesi Tenggara Non Rawat Inap Perkotaan
8729,1000114356,WAWOTOBI Kel.,WAWOTOBI Kel. Wawotobi Kec. Wawotobi Wawotobi Konawe Sulawesi Tenggara Rawat Inap Perdesaan
8730,1000114538,ANGGOTOA,ANGGOTOA Ds. Nario Indah Kec. Wawotobi Wawotobi Konawe Sulawesi Tenggara Non Rawat Inap Terpencil
8731,1000114368,PONDIDAHA,PONDIDAHA Ds. Wonua Mandara Kec. Pondidaha Pondidaha Konawe Sulawesi Tenggara Rawat Inap Perdesaan
8732,1000114497,SAMPARA Kel.,SAMPARA Kel. Pohara Kec. Sampara Sampara Konawe Sulawesi Tenggara Rawat Inap Perdesaan
8733,1000114552,ANGGALOMOARE Kel.,"ANGGALOMOARE Kel. Anggalomoare, Kec. Anggalomoare Sampara Konawe Sulawesi Tenggara Non Rawat Inap Perdesaan"
8734,1000114332,ABUKI,"ABUKI Ds. Punggaluku, Kec. Abuki Abuki Konawe Sulawesi Tenggara Rawat Inap Perdesaan"
8735,1000114526,ALOSIKA Kel.,ALOSIKA Kel. Alosika Kec. Padangguni Abuki Konawe Sulawesi Tenggara Non Rawat Inap Perdesaan
8736,1000114423,SOROPIA,SOROPIA Ds. Soropia Kec. Soropia Soropia Konawe Sulawesi Tenggara Non Rawat Inap Perdesaan
8737,1000114409,TONGAUNA UTARA,TONGAUNA UTARA Jl. Ds. Olo'Onua Tongauna Konawe Sulawesi Tenggara Non Rawat Inap Terpencil
8738,1000114564,TONGAUNA Kel.,TONGAUNA Kel. Tongauna Kec. Tongauna Tongauna Konawe Sulawesi Tenggara Non Rawat Inap Perdesaan
8739,1000114447,LATOMA Kel.,LATOMA Kel. Latoma Kec. Latoma Latoma Konawe Sulawesi Tenggara Non Rawat Inap Sangat Terpencil
8740,1000114382,PURIALA,PURIALA Ds. Sonai Kec. Puriala Puriala Konawe Sulawesi Tenggara Rawat Inap Perdesaan
8741,1000114485,UEPAI Kel.,UEPAI Kel. Matahoalu Kec. Uepai Uepai Konawe Sulawesi Tenggara Non Rawat Inap Perdesaan
8742,1000114394,WONGGEDUKU Kel.,"WONGGEDUKU Kel. Puuduria, Kec. Wonggeduku Wonggeduku Konawe Sulawesi Tenggara Non Rawat Inap Perdesaan"
8743,1000114590,BESULUTU,BESULUTU Jl. Perkantoran No. 79 Besulutu Konawe Sulawesi Tenggara Non Rawat Inap Perdesaan
8744,1000114411,LAOSU Kel.,LAOSU Kel. Bondoala Kec. Bondoala Bondoala Konawe Sulawesi Tenggara Non Rawat Inap Terpencil
8745,1000114605,ROUTA Kel.,ROUTA Kel. Routa Kec. Routa Routa Konawe Sulawesi Tenggara Rawat Inap Sangat Terpencil
8746,1000114588,ANGGABERI Kel.,ANGGABERI Kel. Unaasi Kec. Anggaberi Anggaberi Konawe Sulawesi Tenggara Non Rawat Inap Perdesaan
8747,1000114459,AHUHU Kel.,AHUHU Kel. Meluhu Kec. Meluhu Meluhu Konawe Sulawesi Tenggara Non Rawat Inap Perdesaan
8748,1000114370,AMONGGEDO BARU,AMONGGEDO BARU Kel. Amonggedo Kec. Amonggedo Amonggedo Konawe Sulawesi Tenggara Rawat Inap Perdesaan
8749,1000114502,ASINUA Kel.,ASINUA Kel. Asinua Kec. Asinua Asinua Konawe Sulawesi Tenggara Rawat Inap Terpencil
8750,1000114435,TAWANGA Kel.,TAWANGA Kel. Sanggona Kec. Konawe Konawe Konawe Sulawesi Tenggara Non Rawat Inap Perdesaan
8751,1000114540,KAPOIALA,KAPOIALA Jl. Pasaeno Kapoiala Konawe Sulawesi Tenggara Non Rawat Inap Perdesaan
8752,1000114514,LALONGGASUMEETO Kel.,LALONGGASUMEETO Kel. Lalonggasumeeto Kec. Lalonggasumeeto Lalonggasumeeto Konawe Sulawesi Tenggara Rawat Inap Perdesaan
8753,1000114320,ONEMBUTE,ONEMBUTE Kec. Onembute Kel. Onembute Onembute Konawe Sulawesi Tenggara Rawat Inap Perdesaan
8754,1000114473,MOROSI,MOROSI Ds. Paku Morosi Konawe Sulawesi Tenggara Non Rawat Inap Perdesaan
8755,1000114461,WONGGEDUKU BARAT,"WONGGEDUKU BARAT Kel. Wanggeduku Barat, Kec. Wanggeduku Barat Wonggeduku Barat Konawe Sulawesi Tenggara Non Rawat Inap Perdesaan"
8756,1000092168,TAMPO Kel.,"TAMPO Kel. Napalabano, Kec. Napabalano Napabalano Muna Sulawesi Tenggara Rawat Inap Perdesaan"
8757,1000673986,LAMBIKU,LAMBIKU Jl. Poros Raha - Tampo Km. 20 Napabalano Muna Sulawesi Tenggara Non Rawat Inap Perdesaan
8758,1000092182,MALIGANO,"MALIGANO Ds. Maligano, Kec. Maligano Maligano Muna Sulawesi Tenggara Rawat Inap Sangat Terpencil"
8759,1000092338,WAKORUMBA SELATAN,"WAKORUMBA SELATAN Ds. Pure, Kec. Wakorumba Selatan Wakorumba Selatan Muna Sulawesi Tenggara Non Rawat Inap Sangat Terpencil"
8760,1000092285,LASALEPA,"LASALEPA Ds. Labone, Kec. Lasalepa Lasalepa Muna Sulawesi Tenggara Non Rawat Inap Perdesaan"
8761,1000673998,RAMBIHA SANGKULA,RAMBIHA SANGKULA Jl. Poros Raha - Tampo Lasalepa Muna Sulawesi Tenggara Non Rawat Inap Perdesaan
8762,1000092429,BATALAIWORU,"BATALAIWORU Ds. Wakorambu, Kec. Batalaiworu Batalaiwaru Muna Sulawesi Tenggara Non Rawat Inap Perkotaan"
8763,1000092261,SUGI LAENDE,SUGI LAENDE Jl Sultan Hasanuddin No 1 Katobu Muna Sulawesi Tenggara Non Rawat Inap Perkotaan
8764,1000092297,KATOBU Kel.,"KATOBU Kel. Raha Iii, Kec. Kotabu Katobu Muna Sulawesi Tenggara Non Rawat Inap Perkotaan"
8765,1000092405,WAPUNTO Kel.,"WAPUNTO Kel. Wapunto, Kec. Duruka Duruka Muna Sulawesi Tenggara Non Rawat Inap Perdesaan"
8766,1000092273,WAARA,"WAARA Ds. Waarah, Kec. Lohia Lohia Muna Sulawesi Tenggara Non Rawat Inap Perdesaan"
8767,1000092364,LOHIA,"LOHIA Ds. Lohia, Kec. Lohia Lohia Muna Sulawesi Tenggara Non Rawat Inap Perdesaan"
8768,1000674007,LIANGKOBORI,LIANGKOBORI Jl. Poros Waara Maabholu Lohia Muna Sulawesi Tenggara Non Rawat Inap Perdesaan
